Topic,Count,Name,Representation,Representative_Docs
49,87,49_instance_unprofessional_note_uploaded,"['instance', 'unprofessional', 'note', 'uploaded', 'personally', 'understand', 'fill', 'trouble', 'goal', 'house']","['goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter']"
50,87,50_breach_data_datum_expose,"['breach', 'data', 'datum', 'expose', 'compromise', 'personal', 'information', 'fraudulent', 'sensitive', 'leak']","['request account remove immediately credit report account inquiry appear recent datum breach compromise personal information believe direct result identity theft unauthorized use datum contact company remove xxxx xxxx xxxx xxxx data breach information expose account remove immediately file lawsuit xxxx xxxx xxxx xxxx xxxx capital xxxx xxxx xxxx xxxx xxxx', 'personal information expose data breach charge inquiry not', 'personal information expose data breach charge inquiry not']"
51,86,51_experian_evidence_amend_fulfill,"['experian', 'evidence', 'amend', 'fulfill', 'systemic', 'outcome', 'unreliable', 'neither', 'accept', 'inaction']","['experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer']"
52,81,52_blocked_elimination_crucial_respectfully,"['blocked', 'elimination', 'crucial', 'respectfully', 'mislead', 'inclusion', 'promptly', 'record', 'remove', 'authorize']","['blocked remove respectfully request elimination fraudulent account credit report never authorize inclusion crucial promptly remove mislead information record', 'blocked remove respectfully request elimination fraudulent account credit report never authorize inclusion crucial promptly remove mislead information record', 'blocked remove respectfully request elimination fraudulent account credit report never authorize inclusion crucial promptly remove mislead information record']"
53,77,53_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'fdcpa']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
54,76,54_banking_system_efficiency_impair,"['banking', 'system', 'efficiency', 'impair', 'functioning', 'dependent', 'confidence', 'evident', 'dissatisfied', 'undermine']","['write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft', 'write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft', 'write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft']"
55,75,55_agreed_true_payment_mistake,"['agreed', 'true', 'payment', 'mistake', 'negatively', 'history', 'soon', 'removal', 'pay', 'show']","['request immediate removal late payment account not correct not true payment history payment time mistake not pay agreed not show negatively report update account soon possible', 'request immediate removal late payment account not correct not true payment history payment time mistake not pay agreed not show negatively report update account soon possible', 'request immediate removal late payment account not correct not true payment history payment time mistake not pay agreed not show negatively report update account soon possible']"
56,75,56_delete_word_document_item,"['delete', 'word', 'document', 'item', 'enclose', 'pursuant', 'inquiries', 'commission', 'trade', 'theft']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
57,74,57_stuff_refute_patient_consent,"['stuff', 'refute', 'patient', 'consent', 'mean', 'trouble', 'goal', 'house', 'wrong', 'necessary']","['goal get house soon possible but stuff credit report trouble xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter']"
58,73,58_xxxxe_detrimental_ve_health,"['xxxxe', 'detrimental', 've', 'health', 'disputed', 'especially', 'unauthorized', 'pursue', 'damaging', 'mandate']","['report inaccurate unauthorized account credit report violation fair credit reporting act xxxx xxxx xxxx xxxx require proper reinvestigation disputed item xxxx b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct xxxx pursue legal action fcra fdcpa xxxx xxxx code xxxx deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act xxxx xxxx xxxx xxxx require proper reinvestigation disputed item xxxx b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct xxxx pursue legal action fcra fdcpa xxxx xxxx code xxxx deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act xxxx xxxx xxxx xxxx require proper reinvestigation disputed item xxxx b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct xxxx pursue legal action fcra fdcpa xxxx xxxx code xxxx deceptive misleading reporting']"
59,72,59_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'fdcpa']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
60,70,60_bureaus_frustrating_complaint_lodge,"['bureaus', 'frustrating', 'complaint', 'lodge', 'employ', 'notification', 'thoroughly', 'ago', 'month', 'situation']","['lodge complaint bureaus month ago but unfortunately inaccurate information report remain receive communication bureaus notification send state company respond complaint certain thoroughly check inaccuracy report method employ validate account situation incredibly frustrating day file complaint bureaus dispute account not update continue no choice but legal action immense stress cause concerned security personal datum affect equifax experian transunion datum breach', 'lodge complaint bureaus month ago but unfortunately inaccurate information report remain receive communication bureaus notification send state company respond complaint certain thoroughly check inaccuracy report method employ validate account situation incredibly frustrating xxxx day file complaint bureaus dispute account not update continue no choice but legal action immense stress cause concerned security personal datum affect equifax experian transunion datum breach', 'lodge complaint bureaus month ago but unfortunately inaccurate information report remain receive communication bureaus notification send state company respond complaint certain thoroughly check inaccuracy report method employ validate account situation incredibly frustrating xxxx day file complaint bureaus dispute account not update continue no choice but legal action immense stress cause concerned security personal datum affect equifax experian transunion datum breach']"
61,70,61_evidence_systemic_fulfill_consumer,"['evidence', 'systemic', 'fulfill', 'consumer', 'outcome', 'unreliable', 'fail', 'amend', 'forward', 'neither']","['xxxx fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit xxxx allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience xxxx neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account xxxx inaction violate federal law right consumer', 'xxxx fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit xxxx allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience xxxx neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account xxxx xxxx inaction violate federal law right consumer', 'xxxx fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit xxxx allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience xxxx neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account xxxx xxxx inaction violate federal law right consumer']"
62,69,62_usc_enclosed_day_existence,"['usc', 'enclosed', 'day', 'existence', 'unaware', 'document', 'removal', 'support', 'deletion', 'enclose']","['remove fraudulent account credit report not open unaware existence accord usc g request deletion day enclosed support document', 'remove fraudulent account credit report not open unaware existence accord usc g request deletion xxxx day enclosed support document', 'remove fraudulent account credit report not open unaware existence accord usc g request deletion xxxx day enclosed support document']"
63,66,63_item_true_incorrect_negative,"['item', 'true', 'incorrect', 'negative', 'negatively', 'effort', 'directly', 'impact', 'invalid', 'unresolved']","['file complaint inaccurate item credit report continue negatively impact credit despite effort resolve directly report agency remain unresolved request immediate investigation removal item incorrect not reflect true credit history', 'file complaint inaccurate item credit report continue negatively impact credit despite effort resolve directly report agency remain unresolved request immediate investigation removal item incorrect not reflect true credit history', 'file complaint inaccurate item credit report continue negatively impact credit despite effort resolve directly report agency remain unresolved request immediate investigation removal item incorrect not reflect true credit history']"
64,65,64_tag_color_states_united,"['tag', 'color', 'states', 'united', 'cash', 'app', 'obligor', 'unfair', 'code', 'resolution']","['distressed inform include inaccurate information credit profile fail maintain reasonable procedure operation ensure maximum possible accuracy credit report publish credit report law require bureaus report accurate credit information violate fcra regulations united states federal law block remove erroneous information credit report send update copy fair credit reporting act fcra dispute item not appear credit report not support evidence code civil liability willful noncompliance code civil liability negligent noncompliance code civil liability entitle monetary compensation multiple violation specifically fcra notice result reinvestigation consumer reporting agency provide write notice consumer result reinvestigation business day completion failure constitute violation right additionally fcra consumer report exclude report solely detail transaction interaction consumer reporting entity include late payment derogatory status constitute infringement d account list green color highlight tag violation code b billing error inaccurate late payment history update pay time never late agree creditor failure properly reflect payment obligor credit issue obligor computation error similar error creditor account statement clear violation united states code law tila code b account update reflect pay time continuation provide negative information require section fcra account list yellow color highlight text account status charge tag fdcpa section violation mislead false reporting incorrect personal information delete immediately collection accounts list yelow color highlight tag violation code permissible purpose consumer report never give write consent report consumer report no consent identity theft instruction consumer law account delete immediately item list tag unauthorize inquiry violate united states code law c b furnish report connection credit insurance transaction not initiate consumer delete credit report update credit report law abide accuracy datum', 'distressed inform include inaccurate information credit profile fail maintain reasonable procedure operation ensure maximum possible accuracy credit report publish credit report law require bureaus report accurate credit information violate fcra regulations united states federal law block remove erroneous information credit report send update copy fair credit reporting act fcra dispute item not appear credit report not support evidence code civil liability willful noncompliance code civil liability negligent noncompliance code civil liability entitle monetary compensation multiple violation specifically fcra notice result reinvestigation consumer reporting agency provide write notice consumer result reinvestigation business day completion failure constitute violation right additionally fcra consumer report exclude report solely detail transaction interaction consumer reporting entity include late payment derogatory status constitute infringement d account list green color highlight tag violation code b billing error inaccurate late payment history update pay time never late agree creditor failure properly reflect payment obligor credit issue obligor computation error similar error creditor account statement clear violation united states code law tila code b account update reflect pay time continuation provide negative information require section fcra account list yellow color highlight text account status charge tag fdcpa section violation mislead false reporting incorrect personal information delete immediately collection accounts list yelow color highlight tag violation code permissible purpose consumer report never give write consent report consumer report no consent identity theft instruction consumer law account delete immediately item list tag unauthorize inquiry violate united states code law c b furnish report connection credit insurance transaction not initiate consumer delete credit report update credit report law abide accuracy datum', 'distressed inform include inaccurate information credit profile fail maintain reasonable procedure operation ensure maximum possible accuracy credit report publish credit report law require bureaus report accurate credit information violate fcra regulations united states federal law block remove erroneous information credit report send update copy fair credit reporting act fcra dispute item not appear credit report not support evidence code civil liability willful noncompliance code civil liability negligent noncompliance code civil liability entitle monetary compensation multiple violation specifically fcra notice result reinvestigation consumer reporting agency provide write notice consumer result reinvestigation xxxx business day completion failure constitute violation right additionally fcra consumer report exclude report solely detail transaction interaction consumer reporting entity include late payment derogatory status constitute infringement d account list green color highlight tag violation code b billing error inaccurate late payment history update pay time never late agree creditor failure properly reflect payment obligor credit issue obligor computation error similar error creditor account statement clear violation united states code law tila code b account update reflect pay time continuation provide negative information require section fcra account list yellow color highlight text account status charge tag fdcpa section violation mislead false reporting incorrect personal information delete immediately collection accounts list yelow color highlight tag violation code permissible purpose consumer report never give write consent report consumer report no consent identity theft instruction consumer law account delete immediately item list tag unauthorize inquiry violate united states code law c b furnish report connection credit insurance transaction not initiate consumer delete credit report update credit report law abide accuracy datum']"
65,64,65_avoid_accordingly_inquire_future,"['avoid', 'accordingly', 'inquire', 'future', 'duty', 'litigation', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
66,64,66_routine_alarmed_hop_morning,"['routine', 'alarmed', 'hop', 'morning', 'glitch', 'browser', 'refresh', 'explanation', 'persist', 'remark']","['alarmed find inaccurate late payment remark credit report morning explanation routine review report but time notice discrepancy not hop system glitch refresh browser error persist request thorough verification document provide issue', 'alarmed find inaccurate late payment remark credit report morning explanation routine review report but time notice discrepancy not hop system glitch refresh browser error persist request thorough verification document provide issue', 'alarmed find inaccurate late payment remark credit report morning explanation routine review report but time notice discrepancy not hop system glitch refresh browser error persist request thorough verification document provide issue']"
67,64,67_chase_deposit_bank_close,"['chase', 'deposit', 'bank', 'close', 'card', 'tell', 'money', 'cd', 'closure', 'xx']","['deposit account chase take month money service fee wrong deposit money not chase', 'report fraudulent withdrawal chase checking account xx tell receive provisional credit xxxx business day not happen week no access money force survive chase credit cardracke emergency charge food gas essential chase fail act charge interest claim not responsibility submit documentation screenshot balance show no available fund rent hit pay stub confirm income deposit complete timeline failure honor verbal credit timeline chase see thisand deny wrongdoing close complaint cite cardmember agreement term excuse real harm cause strand recover injure customer no access cash profit interest debt force incur claim not benefit lie benefitfinancially structurallyby delay access fund collect interest credit balance never need definition predatory leverage finally receive provisional credit file cfpb complaint try protect abuse move fund new xxxx account chase immediately flag transfer fraud freeze transaction refuse release fund confirm legitimate xxxx confirm writing screenshot available chase block release verify personally chase not unlock money not protection retaliation let clear chase fail return steal money promptly chase cause rely credit survive legal boilerplate absolve chase profit delay deny chase block transfer new bank fraud hold accountabledespite routine verify transfer chase continue lie deflect gaslight survival directly impact', 'submit complaint chase close credit card account unfairly properly review situation college student rely card chase feel extremely unreasonable harmful chase month miss payment recently file dispute chases customer claim department confused transaction believe unauthorized file dispute proper channel follow tell no warn contact tell file dispute harm account consider abuse say careful but not information process claim normally dispute pay chase early settle stay good term act good faith believe account fine day file cfpb report chase send letter say close account pattern abuse claim process make no sense feel extremely unfair claim process exactly way chase tell not commit fraud not try advantage system simply file dispute thing believe wrong account letter chase feel automated not reflect actual situation never give chance explain speak representative understand happen never tell account risk closure despite call communicate chase multiple time feel punish claim system provide pay file dispute show act responsibly close account pay early make feel like chase take money immediately shut situation extremely stressful student depend card try hard finance clean responsible chase sudden decision affect trust anxious financial stability']"
68,63,68_dissatisfied_extremely_swift_integrity,"['dissatisfied', 'extremely', 'swift', 'integrity', 'certain', 'rectify', 'discrepancy', 'step', 'xxxx', 'correction']","['extremely dissatisfied failure comply section fcra mandate removal certain information day receive notice demand swift correction inaccurate datum maintain integrity credit report conduct thorough review discrepancy immediate step rectify dispute entry xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxx xx xxxx', 'extremely dissatisfied failure comply section fcra mandate removal certain information day receive notice demand swift correction inaccurate datum maintain integrity credit report conduct thorough review discrepancy immediate step rectify dispute entry xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxx xx xxxx', 'extremely dissatisfied failure comply section fcra xxxx xxxx xxxx xxxx mandate removal certain information xxxx day receive notice demand swift correction inaccurate datum maintain integrity credit report conduct thorough review discrepancy immediate step rectify dispute entry account xxxx xxxx account number xxxx account xxxx xxxx account number xxxx']"
69,62,69_avoid_accordingly_inquire_future,"['avoid', 'accordingly', 'inquire', 'future', 'duty', 'litigation', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
70,62,70_stuff_refute_patient_consent,"['stuff', 'refute', 'patient', 'consent', 'mean', 'trouble', 'goal', 'house', 'wrong', 'necessary']","['goal get house soon possible but stuff credit report trouble xxxx xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter']"
71,62,71_timeline_receipt_appreciate_additional,"['timeline', 'receipt', 'appreciate', 'additional', 'initiate', 'activity', 'prompt', 'confirm', 'attention', 'declare']","['write formally dispute negative account credit report believe account result identity theft recently discover unauthorized transaction account open not initiate fraudulent activity cause significant harm credit history financial appreciate prompt attention matter confirm receipt dispute provide timeline resolution process contact provide phone number email address require additional information', 'write formally dispute negative account credit report believe account result identity theft recently discover unauthorized transaction account open not initiate fraudulent activity cause significant harm credit history financial appreciate prompt attention matter confirm receipt dispute provide timeline resolution process contact provide phone number email address require additional information', 'write formally dispute negative account credit report believe account result identity theft recently discover unauthorized transaction account open not initiate fraudulent activity cause significant harm credit history financial appreciate prompt attention matter confirm receipt dispute provide timeline resolution process contact provide phone number email address require additional information']"
72,62,72_delete_word_item_pursuant,"['delete', 'word', 'item', 'pursuant', 'enclose', 'apply', 'theft', 'commission', 'go', 'trade']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
73,61,73_avoid_accordingly_inquire_future,"['avoid', 'accordingly', 'inquire', 'future', 'duty', 'litigation', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
74,61,74_adequate_directly_negatively_standing,"['adequate', 'directly', 'negatively', 'standing', 'affect', 'attempt', 'furnisher', 'matter', 'response', 'resolve']","['submit complaint issue credit report negatively affect financial standing multiple attempt resolve matter directly creditor furnisher but fail provide adequate response', 'submit complaint issue credit report negatively affect financial standing multiple attempt resolve matter directly creditor furnisher but fail provide adequate response', 'submit complaint issue credit report negatively affect financial standing multiple attempt resolve matter directly creditor furnisher but fail provide adequate response']"
75,60,75_zelle_money_send_person,"['zelle', 'money', 'send', 'person', 'lose', 'wrong', 'scam', 'recipient', 'scamme', 'bank']","['want express concern past experience ve zelle rob ask refund zelle not help person information phone number not despite zelle numerous time report issue zelle not protect user affect zelle leave people open scam not right lack accountability raise concern safety zelle consumer', 'zelle lose money not send wrong person', 'send money wrong person zelle not money']"
76,60,76_come_mail_assume_party,"['come', 'mail', 'assume', 'party', 'waste', 'verify', 'dispute', 'thoroughly', 'email', 'fact']","['file dispute incorrect information credit report receive email credit bureau state assume dispute come xxxx party fact not come xxxx party l call verify refuse process dispute waste money mail dispute send personal information verify identity mail not thoroughly investigate', 'file dispute incorrect information credit report receive email credit bureau state assume dispute come xxxx party fact not come xxxx party l call verify refuse process dispute waste money mail dispute send personal information verify identity mail not thoroughly investigate', 'file dispute incorrect information credit report receive email credit bureau state assume dispute come xxxx party fact not come xxxx party l call verify refuse process dispute waste money mail dispute send personal information verify identity mail not thoroughly investigate']"
77,60,77_ferpa_student_compromise_loan,"['ferpa', 'student', 'compromise', 'loan', 'personal', 'privacy', 'educational', 'cancellation', 'education', 'breach']","['personal financial information compromise authorization family education right privacy act ferpa protect confidentiality student record breach clear violation ferpa responsibility safeguard information give severity breach result compromise personal financial information request immediately cancel discharge student loan debt xxxx business day', 'personal financial information compromise authorization family educational rights privacy act ferpa protect confidentiality student record give severity breach result compromise personal financial information request immediately cancel discharge student loan debt breach clear violation ferpa responsibility safeguard information', 'personal financial information compromise authorization family educational rights privacy act ferpa protect confidentiality student record breach clear violation ferpa responsibility safeguard information give severity breach result compromise personal financial information request immediately cancel discharge student loan debt']"
78,59,78_late_payment_entry_history,"['late', 'payment', 'entry', 'history', 'incorrect', 'reflect', 'actual', 'accurately', 'correction', 'prompt']","['formally dispute follow late payment entry credit report xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible', 'xxxx late payments formally dispute follow late payment entry credit report xxxx xxxx xxxx xx xx xxxx xxxx xxxx xx xx xxxx entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible', 'formally dispute follow late payment entry credit report xxxx xx xx year entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible']"
79,58,79_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'go']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
