Topic,Count,Name,Representation,Representative_Docs
76,57,76_record_challenge_vital_help,"['record', 'challenge', 'vital', 'help', 'rapidly', 'concern', 'unavailability', 'precarious', 'hurdle', 'proactive']","['write express deep concern unavailability credit datum bureau diligent consumer consistently monitor credit profile trouble recent discovery vital information miss record despite proactive manage finance ensure timely payment account encounter significant hurdle absence credit datum bureau not cause inconvenience but precarious position especially concern recent financial transaction loan application numerous attempt address issue customer service channel but regrettably resolution process slow ineffective result find face unnecessary challenge access essential financial service opportunity', 'write express deep concern unavailability credit datum bureau diligent consumer consistently monitor credit profile trouble recent discovery vital information miss record despite proactive manage finance ensure timely payment account encounter significant hurdle absence credit datum bureau not cause inconvenience but precarious position especially concern recent financial transaction loan application numerous attempt address issue customer service channel but regrettably resolution process slow ineffective result find face unnecessary challenge access essential financial service opportunity', 'write express deep concern unavailability credit datum bureau diligent consumer consistently monitor credit profile trouble recent discovery vital information miss record despite proactive manage finance ensure timely payment account encounter significant hurdle absence credit datum bureau not cause inconvenience but precarious position especially concern recent financial transaction loan application numerous attempt address issue customer service channel but regrettably resolution process slow ineffective result find face unnecessary challenge access essential financial service opportunity']"
77,57,77_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
78,57,78_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
79,56,79_payment_agreed_true_declare,"['payment', 'agreed', 'true', 'declare', 'mistake', 'negatively', 'late', 'remark', 'history', 'soon']","['request immediate removal late payment account not correct not true payment history payment time mistake not pay agreed not show negatively report update account soon possible', 'request immediate removal late payment account not correct not true payment history payment time mistake not pay agreed not show negatively report update account soon possible', 'request immediate removal late payment account not correct not true payment history payment time mistake not pay agreed not show negatively report update account soon possible']"
80,55,80_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
81,55,81_completeness_represent_integrity_permanently,"['completeness', 'represent', 'integrity', 'permanently', 'immediate', 'currently', 'urge', 'presence', 'inclusion', 'corrective']","['formally request immediate removal fraudulent account currently list credit report not authorize account inclusion represent breach personal financial security entry false inaccurate presence damaging integrity credit file urge immediate corrective action permanently delete account report ensure accuracy completeness compliance fair credit report act fcra', 'formally request immediate removal fraudulent account currently list credit report not authorize account inclusion represent breach personal financial security entry false inaccurate presence damaging integrity credit file urge immediate corrective action permanently delete account report ensure accuracy completeness compliance fair credit report act fcra', 'formally request immediate removal fraudulent account currently list credit report not authorize account inclusion represent breach personal financial security entry false inaccurate presence damaging integrity credit file urge immediate corrective action permanently delete account report ensure accuracy completeness compliance fair credit report act fcra']"
82,55,82_instance_unprofessional_note_uploaded,"['instance', 'unprofessional', 'note', 'uploaded', 'personally', 'understand', 'fill', 'trouble', 'goal', 'house']","['goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter']"
83,55,83_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
84,55,84_creditor_grieve_query_stunned,"['creditor', 'grieve', 'query', 'stunned', 'pertinent', 'blatantly', 'transparent', 'material', 'kind', 'comprehensive']","['find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file']"
85,55,85_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
86,54,86_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
87,54,87_erroneous_credibility_compliant_badly,"['erroneous', 'credibility', 'compliant', 'badly', 'find', 'right', 'certain', 'ignore', 'non', 'sections']","['previously dispute xxxx xxxx xxxx xxxx account find inaccurate date receive no response nor proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information', 'previously dispute xxxx xxxx xxxx xxxx account find inaccurate date receive no response nor proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information', 'previously dispute xxxx xxxx xxxx xxxx account find inaccurate date receive no response nor proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information']"
88,54,88_dissatisfied_xxxx_extremely_swift,"['dissatisfied', 'xxxx', 'extremely', 'swift', 'integrity', 'certain', 'rectify', 'step', 'correction', 'maintain']","['extremely dissatisfied failure comply section fcra mandate removal certain information day receive notice demand swift correction inaccurate datum maintain integrity credit report conduct thorough review discrepancy immediate step rectify dispute entry xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxx xx xxxx', 'extremely dissatisfied failure comply section fcra mandate removal certain information day receive notice demand swift correction inaccurate datum maintain integrity credit report conduct thorough review discrepancy immediate step rectify dispute entry xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxx xx xxxx', 'extremely dissatisfied failure comply section fcra xxxx xxxx xxxx xxxx mandate removal certain information xxxx day receive notice demand swift correction inaccurate datum maintain integrity credit report conduct thorough review discrepancy immediate step rectify dispute entry xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxx xx xxxx']"
89,53,89_zelle_concern_unfeasible_accountability,"['zelle', 'concern', 'unfeasible', 'accountability', 'safety', 'cfpb', 'handling', 'offender', 'exploit', 'light']","['write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety']"
90,53,90_creation_enclose_requisite_assertion,"['creation', 'enclose', 'requisite', 'assertion', 'use', 'formally', 'usage', 'document', 'consent', 'elimination']","['formally request inaccurate account remove credit report not consent creation use enclose require document support claim', 'formally request inaccurate account remove credit report not consent creation use enclose require document support claim', 'formally request inaccurate account remove credit report not consent creation use enclose require document support claim']"
91,52,91_zelle_scam_cfpb_track,"['zelle', 'scam', 'cfpb', 'track', 'offender', 'exploit', 'impossible', 'recover', 'light', 'unfeasible']","['write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam']"
92,52,92_reputation_peacefully_mishandling_bring,"['reputation', 'peacefully', 'mishandling', 'bring', 'difficult', 'essential', 'incorrect', 'severely', 'family', 'live']","['need assistance incorrect account show credit report issue severely impact reputation m ask help mishandling credit report bring difficult situation incorrect information cause significant harm reputation essential remove mistake peacefully live family', 'need assistance incorrect account show credit report issue severely impact reputation m ask help mishandling credit report bring difficult situation incorrect information cause significant harm reputation essential remove mistake peacefully live family', 'need assistance incorrect account show credit report issue severely impact reputation m ask help mishandling credit report bring difficult situation incorrect information cause significant harm reputation essential remove mistake peacefully live family']"
93,52,93_monitor_unfamiliar_shock_browser,"['monitor', 'unfamiliar', 'shock', 'browser', 'refresh', 'happen', 'understand', 'today', 'persist', 'completely']","['shock discover unauthorized inquiry credit report today not understand monitor credit report time unfamiliar entry appear refresh browser multiple time but issue persist completely unacceptable need address delay request thorough review submit document ensure never happen', 'shock discover unauthorized inquiry credit report today not understand monitor credit report time unfamiliar entry appear refresh browser multiple time but issue persist completely unacceptable need address delay request thorough review submit document ensure never happen', 'shock discover unauthorized inquiry credit report today not understand monitor credit report time unfamiliar entry appear refresh browser multiple time but issue persist completely unacceptable need address delay request thorough review submit document ensure never happen']"
94,52,94_data_deletion_unambiguously_provable,"['data', 'deletion', 'unambiguously', 'provable', 'assumed', 'retained', 'common', 'estimate', 'certainly', 'intentional']","['demand immediate deletion piece data report complete accurate legally verified not assumed not estimate certainly not retained direct provable evidence not consent report data violation federal state law breach compliance common law formally demand deletion derogatory unverifie claim not immediately unambiguously certify data point physical proof knowingly violate rights failure comply not negligence intentional misconduct', 'demand immediate deletion piece data report complete accurate legally verified not assumed not estimate certainly not retained direct provable evidence not consent report data violation federal state law breach compliance common law formally demand deletion derogatory unverifie claim not immediately unambiguously certify data point physical proof knowingly violate rights failure comply not negligence intentional misconduct', 'demand immediate deletion piece data report complete accurate legally verified not assumed not estimate certainly not retained direct provable evidence not consent report data violation federal state law breach compliance common law formally demand deletion derogatory unverifie claim not immediately unambiguously certify data point physical proof knowingly violate rights failure comply not negligence intentional misconduct']"
95,51,95_forth_set_suspect_meet,"['forth', 'set', 'suspect', 'meet', 'permissible', 'usc', 'inquiry', 'purpose', 'believe', 'requirement']","['report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal', 'report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal', 'report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal']"
96,51,96_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
97,51,97_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
